제목,편수,본문_번체,본문_간체,시체,길이(자수)
宴胡侍御書堂 ,제1수,闇闇書籍滿,闇闇书籍满,5언율시,5
宴胡侍御書堂 ,제1수,輕輕花絮飛,轻轻花絮飞,5언율시,5
宴胡侍御書堂 ,제1수,翰林名有素,翰林名有素,5언율시,5
宴胡侍御書堂 ,제1수,墨客興無違,墨客兴无违,5언율시,5
宴胡侍御書堂 ,제1수,今夜文星動,今夜文星动,5언율시,5
宴胡侍御書堂 ,제1수,吾儕醉不歸,吾侪醉不归,5언율시,5
書堂飮旣 夜復邀李尙書 下馬月下賦 絶句 ,제1수,湖月林風相與淸,湖月林风相与淸,7언절구,7
書堂飮旣 夜復邀李尙書 下馬月下賦 絶句 ,제1수,殘樽下馬復同傾,残樽下马復同倾,7언절구,7
書堂飮旣 夜復邀李尙書 下馬月下賦 絶句 ,제1수,久拌野鶴如雙鬢,久拌野鹤如双鬓,7언절구,7
書堂飮旣 夜復邀李尙書 下馬月下賦 絶句 ,제1수,遮莫鄰雞下五更,遮莫邻鸡下五更,7언절구,7
奉送蘇州李二十五長史丈之任 ,제1수,星拆台衡地,星拆台衡地,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,曾爲人所憐,曾为人所怜,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,公侯終必復,公侯终必復,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,經術竟相傳,经术竟相传,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,食德見從事,食德见从事,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,克家何妙年,克家何妙年,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,一毛生鳳穴,一毛生凤穴,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,三尺獻龍泉,叁尺献龙泉,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,赤壁浮春暮,赤壁浮春暮,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,姑蘇落海邊,姑苏落海边,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,客間頭最白,客间头最白,5언장편,5
奉送蘇州李二十五長史丈之任 ,제1수,惆悵此離筵,惆怅此离筵,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,自古求忠孝,自古求忠孝,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,藉甚衆多推,藉甚衆多推,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,潘陸應同調,潘陆应同调,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,孫吳亦異時,孙吴亦異时,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,北辰徵事業,北辰徵事业,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,南紀赴恩私,南纪赴恩私,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,卿月昇金掌,卿月昇金掌,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,王春度玉墀,王春度玉墀,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,薰風行應律,薰风行应律,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,湛露卽歌詩,湛露卽歌诗,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,天意高難問,天意高难问,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,人情老易悲,人情老易悲,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,樽前江漢闊,樽前江汉阔,5언장편,5
暮春江陵送馬大卿公恩命追赴闕下,제1수,後會且深期,后会且深期,5언장편,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,渥洼汗血種,渥洼汗血种,5언율시,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,天上麒麟兒,天上麒麟儿,5언율시,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,才士得神秀,才士得神秀,5언율시,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,書齋聞爾爲,书斋闻尔为,5언율시,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,棣華晴雨好,棣华晴雨好,5언율시,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,綵服暮春宜,綵服暮春宜,5언율시,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,朋酒日歡會,朋酒日欢会,5언율시,5
和江陵宋大少府暮春雨後 同諸公及舍弟宴書齋 ,제1수,老夫今始知,老夫今始知,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,海內文章伯,海内文章伯,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,湖邊意緖多,湖边意緖多,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,玉樽移晩興,玉樽移晩兴,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,桂楫帶酣歌,桂楫带酣歌,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,春日繁魚鳥,春日繁鱼鸟,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,江天足芰荷,江天足芰荷,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,鄭莊賓客地,郑庄宾客地,5언율시,5
暮春陪李尙書李中丞過鄭監湖亭汎舟 得過字韻 ,제1수,衰白遠來過,衰白远來过,5언율시,5
前湖 ,제1수,郊扉俗遠長幽寂,郊扉俗远长幽寂,7언율시,7
前湖 ,제1수,野水春來更接連,野水春來更接连,7언율시,7
前湖 ,제1수,錦席淹留還出浦,锦席淹留还出浦,7언율시,7
前湖 ,제1수,葛巾敧側未廻船,葛巾敧侧未廻船,7언율시,7
前湖 ,제1수,樽當霞綺輕初散,樽当霞绮轻初散,7언율시,7
前湖 ,제1수,棹拂荷珠碎卻圓,棹拂荷珠碎却圆,7언율시,7
前湖 ,제1수,不但習池歸酩酊,不但习池归酩酊,7언율시,7
前湖 ,제1수,君看鄭谷去夤緣,君看郑谷去夤缘,7언율시,7
歸雁 ,제1수,聞道今春雁,闻道今春雁,5언율시,5
歸雁 ,제1수,南歸自廣州,南归自广州,5언율시,5
歸雁 ,제1수,見花辭漲海,见花辞涨海,5언율시,5
歸雁 ,제1수,避雪到羅浮,避雪到羅浮,5언율시,5
歸雁 ,제1수,是物關兵氣,是物关兵气,5언율시,5
歸雁 ,제1수,何時免客愁,何时免客愁,5언율시,5
歸雁 ,제1수,年年霜露隔,年年霜露隔,5언율시,5
歸雁 ,제1수,不過五湖秋,不过五湖秋,5언율시,5
短歌行贈王郎司直 ,제1수,豫章翻風白日動,豫章翻风白日动,7언장편,7
短歌行贈王郎司直 ,제1수,鯨魚跋浪滄溟開,鲸鱼跋浪沧溟开,7언장편,7
短歌行贈王郎司直 ,제1수,且脫劍佩休徘徊,且脱剑佩休徘徊,7언장편,7
短歌行贈王郎司直 ,제1수,西得諸侯棹錦水,西得诸侯棹锦水,7언장편,7
短歌行贈王郎司直 ,제1수,欲向何門趿珠履,欲向何门趿珠履,7언장편,7
短歌行贈王郎司直 ,제1수,仲宣樓頭春色深,仲宣樓头春色深,7언장편,7
短歌行贈王郎司直 ,제1수,靑眼高歌望吾子,靑眼高歌望吾子,7언장편,7
短歌行贈王郎司直 ,제1수,眼中之人吾老矣,眼中之人吾老矣,7언장편,7
憶昔行 ,제1수,憶昔北尋小有洞,忆昔北寻小有洞,7언장편,7
憶昔行 ,제1수,洪河怒濤過輕舸,洪河怒涛过轻舸,7언장편,7
憶昔行 ,제1수,辛勤不見華蓋君,辛勤不见华盖君,7언장편,7
憶昔行 ,제1수,艮岑靑輝慘么麽,艮岑靑辉惨幺麽,7언장편,7
憶昔行 ,제1수,千崖無人萬壑靜,千崖无人万壑静,7언장편,7
憶昔行 ,제1수,三步回頭五步坐,叁步回头五步坐,7언장편,7
憶昔行 ,제1수,秋山眼冷魂未歸,秋山眼冷魂未归,7언장편,7
憶昔行 ,제1수,仙賞心違淚交墮,仙赏心违淚交堕,7언장편,7
憶昔行 ,제1수,弟子誰依白茅屋,弟子谁依白茅屋,7언장편,7
憶昔行 ,제1수,盧老獨啓靑銅鎖,盧老独啓靑铜锁,7언장편,7
憶昔行 ,제1수,巾拂香餘搗藥塵,巾拂香馀捣药尘,7언장편,7
憶昔行 ,제1수,階除灰死燒丹火,阶除灰死烧丹火,7언장편,7
憶昔行 ,제1수,玄圃滄洲奔空闊,玄圃沧洲奔空阔,7언장편,7
憶昔行 ,제1수,金節羽衣飄婀娜,金节羽衣飘婀娜,7언장편,7
憶昔行 ,제1수,落日初霞閃餘映,落日初霞闪馀映,7언장편,7
憶昔行 ,제1수,倏忽東西無不可,倏忽东西无不可,7언장편,7
憶昔行 ,제1수,松風磵水聲合時,松风磵水声合时,7언장편,7
憶昔行 ,제1수,靑兕黃熊啼向我,靑兕黄熊啼向我,7언장편,7
憶昔行 ,제1수,徒然咨嗟撫遺跡,徒然咨嗟抚遗迹,7언장편,7
憶昔行 ,제1수,至今夢想仍猶左,至今梦想仍犹左,7언장편,7
憶昔行 ,제1수,袐訣隱文須內敎,袐诀隐文须内敎,7언장편,7
憶昔行 ,제1수,晩歲何功使願果,晩岁何功使愿果,7언장편,7
憶昔行 ,제1수,更討衡陽董鍊師,更讨衡阳董鍊师,7언장편,7
憶昔行 ,제1수,南浮早鼓瀟湘柁,南浮早鼓潇湘柁,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,肅宗昔在靈武城,肃宗昔在灵武城,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,指揮猛將收咸京,指挥勐将收咸京,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,向公泣血灑行殿,向公泣血洒行殿,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,佐佑卿相乾坤平,佐佑卿相乾坤平,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,逆胡冥寞隨煙燼,逆胡冥寞随烟烬,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,卿家兄弟功名震,卿家兄弟功名震,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,麒麟圖畫鴻雁行,麒麟图画鸿雁行,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,紫極出入黃金印,紫极出入黄金印,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,尙書勳業超千古,尙书勋业超千古,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,雄鎭荊州繼吾祖,雄镇荆州继吾祖,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,裁縫雲霧成御衣,裁缝云雾成御衣,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,拜跪題封賀端午,拜跪题封贺端午,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,向卿將命寸心赤,向卿将命寸心赤,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,靑山落日江湖白,靑山落日江湖白,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,卿到朝廷說老翁,卿到朝廷说老翁,7언장편,7
惜別行 送向卿進奉端午御衣之上都 ,제1수,漂零已是滄浪客,漂零已是沧浪客,7언장편,7
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,醉酒揚雄宅,醉酒扬雄宅,5언율시,5
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,升堂子賤琴,升堂子贱琴,5언율시,5
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,不堪垂老鬢,不堪垂老鬓,5언율시,5
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,還對欲分襟,还对欲分襟,5언율시,5
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,天地西江遠,天地西江远,5언율시,5
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,星辰北斗深,星辰北斗深,5언율시,5
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,烏臺俯麟閣,乌臺俯麟阁,5언율시,5
夏日楊長寧宅 送崔侍常正字入京 得深字韻 ,제1수,長夏白頭吟,长夏白头吟,5언율시,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,愛客尙書重,爱客尙书重,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,之官宅相賢,之官宅相贤,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,酒香傾坐側,酒香倾坐侧,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,帆影駐江邊,帆影驻江边,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,翟表郎官瑞,翟表郎官瑞,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,鳧看令宰仙,凫看令宰仙,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,雨稀雲葉斷,雨稀云葉断,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,夜久燭花偏,夜久烛花偏,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,數語敧紗帽,數语敧纱帽,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,高文擲綵牋,高文掷綵牋,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,興饒行處樂,兴饶行处乐,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,離惜醉中眠,离惜醉中眠,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,單父長多暇,单父长多暇,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,河陽實少年,河阳实少年,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,客居逢自出,客居逢自出,5언장편,5
夏夜李尙書筵 送宇文石首赴縣聯句 ,제1수,爲別幾淒然,为别几凄然,5언장편,5
多病執熱 奉懷李尙書 [之芳] ,제1수,衰年正苦病侵凌,衰年正苦病侵凌,7언율시,7
多病執熱 奉懷李尙書 [之芳] ,제1수,首夏何須氣鬱蒸,首夏何须气郁蒸,7언율시,7
多病執熱 奉懷李尙書 [之芳] ,제1수,大水淼茫炎海接,大水淼茫炎海接,7언율시,7
多病執熱 奉懷李尙書 [之芳] ,제1수,奇峯硉兀火雲升,奇峯硉兀火云升,7언율시,7
多病執熱 奉懷李尙書 [之芳] ,제1수,思霑道暍黃梅雨,思霑道暍黄梅雨,7언율시,7
多病執熱 奉懷李尙書 [之芳] ,제1수,敢望宮恩玉井冰,敢望宫恩玉井冰,7언율시,7
多病執熱 奉懷李尙書 [之芳] ,제1수,不是尙書期不顧,不是尙书期不顾,7언율시,7
多病執熱 奉懷李尙書 [之芳] ,제1수,山陰夜雪興難乘,山阴夜雪兴难乘,7언율시,7
水宿遣興奉呈羣公 ,제1수,魯鈍仍多病,魯钝仍多病,5언장편,5
水宿遣興奉呈羣公 ,제1수,逢迎遠復迷,逢迎远復迷,5언장편,5
水宿遣興奉呈羣公 ,제1수,耳聾須畫字,耳聾须画字,5언장편,5
水宿遣興奉呈羣公 ,제1수,髮短不勝篦,髮短不胜篦,5언장편,5
水宿遣興奉呈羣公 ,제1수,澤國雖勤雨,泽国虽勤雨,5언장편,5
水宿遣興奉呈羣公 ,제1수,炎天竟淺泥,炎天竟浅泥,5언장편,5
水宿遣興奉呈羣公 ,제1수,小江還積浪,小江还积浪,5언장편,5
水宿遣興奉呈羣公 ,제1수,弱纜且長堤,弱缆且长堤,5언장편,5
水宿遣興奉呈羣公 ,제1수,歸路非關北,归路非关北,5언장편,5
水宿遣興奉呈羣公 ,제1수,行舟卻向西,行舟却向西,5언장편,5
水宿遣興奉呈羣公 ,제1수,暮年漂泊恨,暮年漂泊恨,5언장편,5
水宿遣興奉呈羣公 ,제1수,今夕亂離啼,今夕亂离啼,5언장편,5
水宿遣興奉呈羣公 ,제1수,童稚頻書札,童稚频书札,5언장편,5
水宿遣興奉呈羣公 ,제1수,盤飧詎糝藜,盘飧讵糁藜,5언장편,5
水宿遣興奉呈羣公 ,제1수,我行何到此,我行何到此,5언장편,5
水宿遣興奉呈羣公 ,제1수,物理直難齊,物理直难齐,5언장편,5
水宿遣興奉呈羣公 ,제1수,高枕翻星月,高枕翻星月,5언장편,5
水宿遣興奉呈羣公 ,제1수,嚴城疊鼓鞞,严城叠鼓鞞,5언장편,5
水宿遣興奉呈羣公 ,제1수,風號聞虎豹,风号闻虎豹,5언장편,5
水宿遣興奉呈羣公 ,제1수,水宿伴鳧鷖,水宿伴凫鹥,5언장편,5
水宿遣興奉呈羣公 ,제1수,異縣驚虛往,異县惊虚往,5언장편,5
水宿遣興奉呈羣公 ,제1수,同人惜解攜,同人惜解携,5언장편,5
水宿遣興奉呈羣公 ,제1수,蹉跎長汎鷁,蹉跎长汎鹢,5언장편,5
水宿遣興奉呈羣公 ,제1수,展轉屢鳴雞,展转屢鸣鸡,5언장편,5
水宿遣興奉呈羣公 ,제1수,嶷嶷瑚璉器,嶷嶷瑚琏器,5언장편,5
水宿遣興奉呈羣公 ,제1수,陰陰桃李蹊,阴阴桃李蹊,5언장편,5
水宿遣興奉呈羣公 ,제1수,餘波期救涸,馀波期救涸,5언장편,5
水宿遣興奉呈羣公 ,제1수,費日苦輕齎,费日苦轻赍,5언장편,5
水宿遣興奉呈羣公 ,제1수,杖策門闌邃,杖策门阑邃,5언장편,5
水宿遣興奉呈羣公 ,제1수,肩輿羽翮低,肩舆羽翮低,5언장편,5
水宿遣興奉呈羣公 ,제1수,自傷甘賤役,自伤甘贱役,5언장편,5
水宿遣興奉呈羣公 ,제1수,誰愍强幽棲,谁愍强幽栖,5언장편,5
水宿遣興奉呈羣公 ,제1수,巨海能無釣,巨海能无钓,5언장편,5
水宿遣興奉呈羣公 ,제1수,浮雲亦有梯,浮云亦有梯,5언장편,5
水宿遣興奉呈羣公 ,제1수,勳庸思樹立,勋庸思树立,5언장편,5
水宿遣興奉呈羣公 ,제1수,語黙可端倪,语黙可端倪,5언장편,5
水宿遣興奉呈羣公 ,제1수,贈粟囷應指,赠粟囷应指,5언장편,5
水宿遣興奉呈羣公 ,제1수,登橋柱必題,登桥柱必题,5언장편,5
水宿遣興奉呈羣公 ,제1수,丹心老未折,丹心老未折,5언장편,5
水宿遣興奉呈羣公 ,제1수,時訪武陵溪,时访武陵溪,5언장편,5
遣悶 ,제1수,地闊平沙岸,地阔平沙岸,5언장편,5
遣悶 ,제1수,舟虛小洞房,舟虚小洞房,5언장편,5
遣悶 ,제1수,使塵來驛道,使尘來驿道,5언장편,5
遣悶 ,제1수,城日避烏檣,城日避乌樯,5언장편,5
遣悶 ,제1수,暑雨留蒸濕,暑雨留蒸湿,5언장편,5
遣悶 ,제1수,江風借夕涼,江风借夕凉,5언장편,5
遣悶 ,제1수,行雲星隱見,行云星隐见,5언장편,5
遣悶 ,제1수,疊浪月光芒,叠浪月光芒,5언장편,5
遣悶 ,제1수,螢鑒緣帷徹,萤鉴缘帷彻,5언장편,5
遣悶 ,제1수,蛛絲罥鬢長,蛛丝罥鬓长,5언장편,5
遣悶 ,제1수,哀箏猶憑几,哀筝犹凭几,5언장편,5
遣悶 ,제1수,鳴笛竟霑裳,鸣笛竟霑裳,5언장편,5
遣悶 ,제1수,倚著如秦贅,倚着如秦赘,5언장편,5
遣悶 ,제1수,過逢類楚狂,过逢类楚狂,5언장편,5
遣悶 ,제1수,氣衝看劍匣,气衝看剑匣,5언장편,5
遣悶 ,제1수,穎脫撫錐囊,颖脱抚锥囊,5언장편,5
遣悶 ,제1수,妖孼關東臭,妖孼关东臭,5언장편,5
遣悶 ,제1수,兵戈隴右瘡,兵戈陇右疮,5언장편,5
遣悶 ,제1수,時淸疑武略,时淸疑武略,5언장편,5
遣悶 ,제1수,世亂跼文場,世亂跼文场,5언장편,5
遣悶 ,제1수,餘力浮於海,馀力浮于海,5언장편,5
遣悶 ,제1수,端憂問彼蒼,端忧问彼苍,5언장편,5
遣悶 ,제1수,百年從萬事,百年从万事,5언장편,5
遣悶 ,제1수,故國耿難忘,故国耿难忘,5언장편,5
江邊星月二首 ,제1수,驟雨淸秋夜,骤雨淸秋夜,5언장편,5
江邊星月二首 ,제1수,金波耿玉繩,金波耿玉绳,5언장편,5
江邊星月二首 ,제1수,天河元自白,天河元自白,5언장편,5
江邊星月二首 ,제1수,況乃露華凝,况乃露华凝,5언장편,5
江邊星月二首 ,제2수,江月辭風纜,江月辞风缆,5언장편,5
江邊星月二首 ,제2수,鷺浴自晴川,鷺浴自晴川,5언장편,5
江邊星月二首 ,제2수,歷歷竟誰種,歷歷竟谁种,5언장편,5
江邊星月二首 ,제2수,悠悠何處圓,悠悠何处圆,5언장편,5
江邊星月二首 ,제2수,客愁殊未已,客愁殊未已,5언장편,5
江邊星月二首 ,제2수,他夕始相鮮,他夕始相鲜,5언장편,5
舟月對驛近寺 ,제1수,更深不假燭,更深不假烛,5언율시,5
舟月對驛近寺 ,제1수,月朗自明船,月朗自明船,5언율시,5
舟月對驛近寺 ,제1수,金刹靑楓外,金刹靑枫外,5언율시,5
舟月對驛近寺 ,제1수,朱樓白水邊,朱樓白水边,5언율시,5
舟月對驛近寺 ,제1수,城烏啼眇眇,城乌啼眇眇,5언율시,5
舟月對驛近寺 ,제1수,野鷺宿娟娟,野鷺宿娟娟,5언율시,5
舟月對驛近寺 ,제1수,皓首江湖客,皓首江湖客,5언율시,5
舟月對驛近寺 ,제1수,鉤簾獨未眠,钩帘独未眠,5언율시,5
舟中 ,제1수,風餐江柳下,风餐江柳下,5언율시,5
舟中 ,제1수,雨臥驛樓邊,雨卧驿樓边,5언율시,5
舟中 ,제1수,結纜排魚網,结缆排鱼网,5언율시,5
舟中 ,제1수,連檣竝米船,连樯竝米船,5언율시,5
舟中 ,제1수,今朝雲細薄,今朝云细薄,5언율시,5
舟中 ,제1수,昨夜月淸圓,昨夜月淸圆,5언율시,5
舟中 ,제1수,飄泊南庭老,飘泊南庭老,5언율시,5
舟中 ,제1수,秪應學水仙,秪应学水仙,5언율시,5
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,樓上炎天冰雪生,樓上炎天冰雪生,7언율시,7
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,高飛燕雀賀新成,高飞燕雀贺新成,7언율시,7
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,碧窓宿霧濛濛濕,碧窓宿雾濛濛湿,7언율시,7
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,朱栱浮雲細細輕,朱栱浮云细细轻,7언율시,7
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,仗鉞褰帷瞻具美,仗钺褰帷瞻具美,7언율시,7
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,投壺散帙有餘淸,投壶散帙有馀淸,7언율시,7
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,自公多暇延參佐,自公多暇延參佐,7언율시,7
江陵節度使陽城郡王新樓成 王請嚴侍御判官賦七字句同作 ,제1수,江漢風流萬古情,江汉风流万古情,7언율시,7
又作此奉衛王 ,제1수,西北樓成雄楚都,西北樓成雄楚都,7언율시,7
又作此奉衛王 ,제1수,遠開山嶽散江湖,远开山岳散江湖,7언율시,7
又作此奉衛王 ,제1수,二儀淸濁還高下,二仪淸浊还高下,7언율시,7
又作此奉衛王 ,제1수,三伏炎蒸定有無,叁伏炎蒸定有无,7언율시,7
又作此奉衛王 ,제1수,推轂幾年惟鎭靜,推毂几年惟镇静,7언율시,7
又作此奉衛王 ,제1수,曳裾終日盛文儒,曳裾终日盛文儒,7언율시,7
又作此奉衛王 ,제1수,白頭授簡焉能賦,白头授简焉能赋,7언율시,7
又作此奉衛王 ,제1수,媿似相如爲大夫,媿似相如为大夫,7언율시,7
秋日荊南述懷三十韻 ,제1수,昔承推獎分,昔承推奖分,5언장편,5
秋日荊南述懷三十韻 ,제1수,愧匪挺生材,愧匪挺生材,5언장편,5
秋日荊南述懷三十韻 ,제1수,遲暮宮臣忝,迟暮宫臣忝,5언장편,5
秋日荊南述懷三十韻 ,제1수,艱危袞職陪,艰危衮职陪,5언장편,5
秋日荊南述懷三十韻 ,제1수,揚鑣隨日馭,扬镳随日驭,5언장편,5
秋日荊南述懷三十韻 ,제1수,折檻出雲臺,折槛出云臺,5언장편,5
秋日荊南述懷三十韻 ,제1수,罪戾渫復活,罪戾渫復活,5언장편,5
秋日荊南述懷三十韻 ,제1수,干戈塞未開,干戈塞未开,5언장편,5
秋日荊南述懷三十韻 ,제1수,星霜玄鳥變,星霜玄鸟变,5언장편,5
秋日荊南述懷三十韻 ,제1수,身世白駒催,身世白驹催,5언장편,5
秋日荊南述懷三十韻 ,제1수,伏枕因超忽,伏枕因超忽,5언장편,5
秋日荊南述懷三十韻 ,제1수,扁舟任往來,扁舟任往來,5언장편,5
秋日荊南述懷三十韻 ,제1수,九鑽巴噀火,九钻巴噀火,5언장편,5
秋日荊南述懷三十韻 ,제1수,三蟄楚祠雷,叁蛰楚祠雷,5언장편,5
秋日荊南述懷三十韻 ,제1수,望帝傳應實,望帝传应实,5언장편,5
秋日荊南述懷三十韻 ,제1수,昭王問不廻,昭王问不廻,5언장편,5
秋日荊南述懷三十韻 ,제1수,蛟螭深作橫,蛟螭深作横,5언장편,5
秋日荊南述懷三十韻 ,제1수,豺虎亂雄猜,豺虎亂雄猜,5언장편,5
秋日荊南述懷三十韻 ,제1수,素業行已矣,素业行已矣,5언장편,5
秋日荊南述懷三十韻 ,제1수,浮名安在哉,浮名安在哉,5언장편,5
秋日荊南述懷三十韻 ,제1수,琴烏曲怨憤,琴乌曲怨愤,5언장편,5
秋日荊南述懷三十韻 ,제1수,庭鶴舞摧頹,庭鹤舞摧颓,5언장편,5
秋日荊南述懷三十韻 ,제1수,秋水漫湘竹,秋水漫湘竹,5언장편,5
秋日荊南述懷三十韻 ,제1수,陰風過嶺梅,阴风过岭梅,5언장편,5
秋日荊南述懷三十韻 ,제1수,苦搖求食尾,苦摇求食尾,5언장편,5
秋日荊南述懷三十韻 ,제1수,常曝報恩鰓,常曝报恩鳃,5언장편,5
秋日荊南述懷三十韻 ,제1수,結舌防讒柄,结舌防谗柄,5언장편,5
秋日荊南述懷三十韻 ,제1수,探腸有禍胎,探肠有祸胎,5언장편,5
秋日荊南述懷三十韻 ,제1수,蒼茫步兵哭,苍茫步兵哭,5언장편,5
秋日荊南述懷三十韻 ,제1수,展轉仲宣哀,展转仲宣哀,5언장편,5
秋日荊南述懷三十韻 ,제1수,饑藉家家米,饥藉家家米,5언장편,5
秋日荊南述懷三十韻 ,제1수,愁徵處處盃,愁徵处处盃,5언장편,5
秋日荊南述懷三十韻 ,제1수,休爲貧士歎,休为贫士叹,5언장편,5
秋日荊南述懷三十韻 ,제1수,任受衆人蚩,任受衆人蚩,5언장편,5
秋日荊南述懷三十韻 ,제1수,得喪初難識,得丧初难识,5언장편,5
秋日荊南述懷三十韻 ,제1수,榮枯劃易該,荣枯划易该,5언장편,5
秋日荊南述懷三十韻 ,제1수,差池分組冕,差池分组冕,5언장편,5
秋日荊南述懷三十韻 ,제1수,合沓起蒿萊,合沓起蒿莱,5언장편,5
秋日荊南述懷三十韻 ,제1수,不必伊周地,不必伊周地,5언장편,5
秋日荊南述懷三十韻 ,제1수,皆登屈宋才,皆登屈宋才,5언장편,5
