제목,편수,본문_번체,본문_간체,시체,길이(자수)
沙苑行 ,제1수,倜儻權奇難具論,倜傥权奇难具論,7언장편,7
沙苑行 ,제1수,纍纍堆阜藏奔突,纍纍堆阜藏奔突,7언장편,7
沙苑行 ,제1수,往往坡陀縱超越,往往坡陀纵超越,7언장편,7
沙苑行 ,제1수,角壯翻騰麋鹿遊,角壮翻腾麋鹿游,7언장편,7
沙苑行 ,제1수,浮深簸蕩黿鼉窟,浮深簸荡鼋鼍窟,7언장편,7
沙苑行 ,제1수,泉出巨魚長比人,泉出巨鱼长比人,7언장편,7
沙苑行 ,제1수,丹砂作尾黃金鱗,丹砂作尾黄金鳞,7언장편,7
沙苑行 ,제1수,豈知異物同精氣,豈知異物同精气,7언장편,7
沙苑行 ,제1수,雖未成龍亦有神,虽未成龙亦有神,7언장편,7
橋陵詩 三十韻 因呈縣內諸官,제1수,先帝昔晏駕,先帝昔晏驾,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,茲山朝百靈,兹山朝百灵,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,崇岡擁象設,崇冈拥象设,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,沃野開天庭,沃野开天庭,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,卽事壯重險,卽事壮重险,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,論功超五丁,論功超五丁,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,坡陀因厚地,坡陀因厚地,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,卻略羅峻屛,却略羅峻屛,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,雲闕虛冉冉,云阙虚冉冉,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,松風肅泠泠,松风肃泠泠,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,石門霜露白,石门霜露白,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,玉殿莓苔靑,玉殿莓苔靑,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,宮女晩知曙,宫女晩知曙,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,祠官朝見星,祠官朝见星,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,空梁簇畫戟,空梁簇画戟,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,陰井敲銅甁,阴井敲铜甁,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,中使日相繼,中使日相继,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,惟王心不寧,惟王心不宁,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,豈徒卹備享,豈徒卹备享,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,尙謂求無形,尙谓求无形,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,孝理敦國政,孝理敦国政,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,神凝推道經,神凝推道经,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,瑞芝産廟柱,瑞芝産庙柱,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,好鳥鳴巖扃,好鸟鸣巖扃,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,高嶽前嵂崒,高岳前嵂崒,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,洪河左瀅濴,洪河左滢濴,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,金城蓄峻趾,金城蓄峻趾,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,沙苑交廻汀,沙苑交廻汀,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,永與奧區固,永与奥区固,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,川原紛眇冥,川塬纷眇冥,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,居然赤縣立,居然赤县立,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,臺榭爭岧嵉,臺榭争岧嵉,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,官屬果稱是,官属果称是,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,聲華眞可聽,声华眞可听,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,王劉美竹潤,王刘美竹润,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,裴李春蘭馨,裴李春蘭馨,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,鄭氏才振古,郑氏才振古,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,啖侯筆不停,啖侯笔不停,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,遣詞必中律,遣词必中律,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,利物常發硎,利物常发硎,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,綺繡相展轉,绮绣相展转,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,琳琅愈靑熒,琳琅愈靑荧,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,側聞魯恭化,侧闻魯恭化,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,秉德崔瑗銘,秉德崔瑗铭,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,太史候鳧影,太史候凫影,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,王喬隨鶴翎,王乔随鹤翎,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,朝儀限霄漢,朝仪限霄汉,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,客思廻林坰,客思廻林垧,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,撼軻辭下杜,撼轲辞下杜,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,飄颻凌濁涇,飘飖凌浊泾,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,諸生舊短褐,诸生旧短褐,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,旅泛一浮萍,旅泛一浮萍,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,荒歲兒女瘦,荒岁儿女瘦,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,暮途涕泗零,暮途涕泗零,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,主人念老馬,主人念老马,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,廨署容秋螢,廨署容秋萤,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,流寓理豈愜,流寓理豈惬,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,窮愁醉不醒,穷愁醉不醒,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,何當擺俗累,何当摆俗累,5언장편,5
橋陵詩 三十韻 因呈縣內諸官,제1수,浩蕩乘滄溟,浩荡乘沧溟,5언장편,5
勒蔡子先歸] ,제1수,蔡子勇成癖,蔡子勇成癖,5언장편,5
勒蔡子先歸] ,제1수,好在阮元瑜,好在阮元瑜,5언장편,5
醉歌行 [別從姪勤落第歸] ,제1수,陸機二十作文賦,陆机二十作文赋,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,汝更少年能綴文,汝更少年能缀文,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,總角草書又神速,总角草书又神速,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,世上兒子徒紛紛,世上儿子徒纷纷,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,驊騮作駒已汗血,骅骝作驹已汗血,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,鷙鳥擧翮連靑雲,鸷鸟擧翮连靑云,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,詞源倒流三峽水,词源倒流叁峡水,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,筆陣獨掃千人軍,笔阵独扫千人军,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,只今年纔十六七,只今年纔十六七,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,射策君門期第一,射策君门期第一,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,舊穿楊葉眞自知,旧穿杨葉眞自知,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,暫蹶霜蹄未爲失,暂蹶霜蹄未为失,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,偶然擢秀非難取,偶然擢秀非难取,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,會是排風有毛質,会是排风有毛质,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,汝身已見唾成珠,汝身已见唾成珠,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,汝伯何由髮如漆,汝伯何由髮如漆,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,春光潭沱秦東亭,春光潭沱秦东亭,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,渚蒲芽白水荇靑,渚蒲芽白水荇靑,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,風吹客衣日杲杲,风吹客衣日杲杲,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,樹攪離思花冥冥,树搅离思花冥冥,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,酒盡沙頭雙玉甁,酒尽沙头双玉甁,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,衆賓皆醉我獨醒,衆宾皆醉我独醒,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,乃知貧賤別更苦,乃知贫贱别更苦,7언장편,7
醉歌行 [別從姪勤落第歸] ,제1수,呑聲躑躅涕淚零,呑声踯躅涕淚零,7언장편,7
陪李金吾 花下飮 ,제1수,勝地初相引,胜地初相引,5언율시,5
陪李金吾 花下飮 ,제1수,徐行得自娛,徐行得自娱,5언율시,5
陪李金吾 花下飮 ,제1수,見輕吹鳥毳,见轻吹鸟毳,5언율시,5
陪李金吾 花下飮 ,제1수,隨意數花鬚,随意数花鬚,5언율시,5
陪李金吾 花下飮 ,제1수,細草偏稱坐,细草偏称坐,5언율시,5
陪李金吾 花下飮 ,제1수,香醪懶再沽,香醪懶再沽,5언율시,5
陪李金吾 花下飮 ,제1수,醉歸應犯夜,醉归应犯夜,5언율시,5
陪李金吾 花下飮 ,제1수,可怕執金吾,可怕执金吾,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,不作河西尉,不作河西尉,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,淒涼爲折腰,凄凉为折腰,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,老夫怕趨走,老夫怕趋走,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,率府且逍遙,率府且逍遥,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,耽酒須微祿,耽酒须微祿,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,狂歌託聖朝,狂歌託圣朝,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,故山歸興盡,故山归兴尽,5언율시,5
官定後戲贈 [時免河西尉 爲右衛率府兵曹] ,제1수,回首向風飇,回首向风飇,5언율시,5
去矣行 ,제1수,一飽卽飛掣,一饱卽飞掣,7언장편,5
去矣行 ,제1수,銜泥附炎熱,衔泥附炎热,7언장편,5
去矣行 ,제1수,野人曠蕩無靦顔,野人旷荡无腼顔,7언장편,7
去矣行 ,제1수,豈可久在王侯間,豈可久在王侯间,7언장편,7
去矣行 ,제1수,未試囊中餐玉法,未试囊中餐玉法,7언장편,7
去矣行 ,제1수,明朝且入藍田山,明朝且入藍田山,7언장편,7
夜聽許十一誦詩 愛而有作 ,제1수,許生五臺賓,许生五臺宾,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,業白出石壁,业白出石壁,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,余亦師粲可,余亦师粲可,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,身猶縛禪寂,身犹缚禅寂,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,何階子方便,何阶子方便,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,謬引爲匹敵,谬引为匹敌,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,離索晩相逢,离索晩相逢,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,包蒙欣有擊,包蒙欣有击,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,誦詩渾遊衍,诵诗浑游衍,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,四座皆辟易,四座皆辟易,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,應手看捶鉤,应手看捶钩,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,淸心聽鳴鏑,淸心听鸣镝,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,精微穿溟涬,精微穿溟涬,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,飛動摧霹靂,飞动摧霹雳,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,陶謝不枝梧,陶谢不枝梧,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,風騷共推激,风骚共推激,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,紫燕自超詣,紫燕自超诣,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,翠駮誰剪剔,翠駮谁剪剔,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,君意人莫知,君意人莫知,5언장편,5
夜聽許十一誦詩 愛而有作 ,제1수,人間夜寥闃,人间夜寥阒,5언장편,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,廣文到官舍,广文到官舍,5언율시,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,繫馬堂階下,繫马堂阶下,5언율시,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,醉則騎馬歸,醉则骑马归,5언율시,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,頗遭官長罵,颇遭官长骂,5언율시,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,才名三十年,才名叁十年,5언율시,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,坐客寒無氈,坐客寒无毡,5언율시,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,賴有蘇司業,赖有苏司业,5언율시,5
戲簡鄭廣文 [虔] 兼呈蘇司業 [源明] ,제1수,時時乞酒錢,时时乞酒钱,5언율시,5
夏日 李公見訪 ,제1수,遠林暑氣薄,远林暑气薄,5언장편,5
夏日 李公見訪 ,제1수,公已過我遊,公已过我游,5언장편,5
夏日 李公見訪 ,제1수,貧居類村塢,贫居类村坞,5언장편,5
夏日 李公見訪 ,제1수,僻近城南樓,僻近城南樓,5언장편,5
夏日 李公見訪 ,제1수,傍舍頗淳樸,傍舍颇淳朴,5언장편,5
夏日 李公見訪 ,제1수,所須亦易求,所须亦易求,5언장편,5
夏日 李公見訪 ,제1수,隔屋喚酒家,隔屋唤酒家,5언장편,5
夏日 李公見訪 ,제1수,借問有酒不,借问有酒不,5언장편,5
夏日 李公見訪 ,제1수,牆頭過濁醪,墙头过浊醪,5언장편,5
夏日 李公見訪 ,제1수,展席俯長流,展席俯长流,5언장편,5
夏日 李公見訪 ,제1수,淸風左右至,淸风左右至,5언장편,5
夏日 李公見訪 ,제1수,客意已驚秋,客意已惊秋,5언장편,5
夏日 李公見訪 ,제1수,巢多衆鳥鬪,巢多衆鸟鬪,5언장편,5
夏日 李公見訪 ,제1수,葉密鳴蟬稠,葉密鸣蝉稠,5언장편,5
夏日 李公見訪 ,제1수,苦遭此物聒,苦遭此物聒,5언장편,5
夏日 李公見訪 ,제1수,孰謂吾廬幽,孰谓吾庐幽,5언장편,5
夏日 李公見訪 ,제1수,水花晩色靜,水花晩色静,5언장편,5
夏日 李公見訪 ,제1수,庶足充淹留,庶足充淹留,5언장편,5
夏日 李公見訪 ,제1수,預恐樽中盡,预恐樽中尽,5언장편,5
夏日 李公見訪 ,제1수,更起爲君謀,更起为君谋,5언장편,5
天育驃圖歌,제1수,監牧攻駒閱淸峻,监牧攻驹阅淸峻,7언장편,7
天育驃圖歌,제1수,遂令大奴字天育,遂令大奴字天育,7언장편,7
天育驃圖歌,제1수,別養驥子憐神駿,别养骥子怜神骏,7언장편,7
天育驃圖歌,제1수,當時四十萬匹馬,当时四十万匹马,7언장편,7
天育驃圖歌,제1수,張公歎其材盡下,张公叹其材尽下,7언장편,7
天育驃圖歌,제1수,故獨寫眞傳世人,故独写眞传世人,7언장편,7
天育驃圖歌,제1수,見之座右久更新,见之座右久更新,7언장편,7
天育驃圖歌,제1수,年多物化空形影,年多物化空形影,7언장편,7
天育驃圖歌,제1수,嗚呼健步無由騁,呜唿健步无由骋,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,鄧公馬癖人共知,邓公马癖人共知,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,初得花驄大宛種,初得花骢大宛种,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,夙昔傳聞思一見,夙昔传闻思一见,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,牽來左右神皆竦,牵來左右神皆竦,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,雄姿逸態何崷崒,雄姿逸态何崷崒,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,顧影驕嘶自矜寵,顾影骄嘶自矜宠,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,隅目靑熒夾鏡懸,隅目靑荧夹镜悬,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,肉騣碨礧連錢動,肉騣碨礧连钱动,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,朝來少試華軒下,朝來少试华轩下,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,未覺千金滿高價,未觉千金满高价,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,赤汗微生白雪毛,赤汗微生白雪毛,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,銀鞍卻覆香羅帕,银鞍却覆香羅帕,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,卿家舊賜公取之,卿家旧赐公取之,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,天廐眞龍此其亞,天廐眞龙此其亚,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,晝洗須騰涇渭深,昼洗须腾泾渭深,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,夕趨可刷幽幷夜,夕趋可刷幽幷夜,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,吾聞良驥老始成,吾闻良骥老始成,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,此馬數年人更驚,此马数年人更惊,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,豈有四蹄疾於鳥,豈有四蹄疾于鸟,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,不與八駿俱先鳴,不与八骏俱先鸣,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,時俗造次那得致,时俗造次那得致,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,雲霧晦冥方降精,云雾晦冥方降精,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,近聞下詔喧都色,近闻下诏喧都色,7언장편,7
驄馬行 [太常梁卿敕賜馬也 李鄧公愛而有之 命甫製詩] ,제1수,肯使騏驎地上行,肯使骐驎地上行,7언장편,7
魏將軍歌 ,제1수,將軍昔著從事衫,将军昔着从事衫,7언장편,7
魏將軍歌 ,제1수,鐵馬馳突重兩銜,铁马驰突重两衔,7언장편,7
魏將軍歌 ,제1수,被堅執銳略西極,被坚执锐略西极,7언장편,7
魏將軍歌 ,제1수,崑崙月窟東嶄歸,崑崙月窟东崭归,7언장편,7
