책수,소집,제목,편수,본문_번체,본문_간체,시체
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제8수,陳辭竣請行人責,陈辞竣请行人责,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제8수,明發微忱激寸丹,明发微忱激寸丹,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,我公鐫誨佩詳完,我公镌诲佩详完,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,透汗如過夢覺關,透汗如过梦觉关,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,忙後能無臨事悔,忙后能无临事悔,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,率然多失接人歡,率然多失接人欢,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,平時學力終愁淺,平时学力终愁浅,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,到老男兒歷試難,到老男儿歷试难,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,愚下倍宜資砭訂,愚下倍宜资砭订,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제9수,聖猶存戒傲如丹,圣犹存戒傲如丹,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,十疊酬成趙璧完,十叠酬成赵璧完,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,恐敎珠唾散邊關,恐敎珠唾散边关,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,風懷得自毛詩正,风怀得自毛诗正,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,陶寫要尋謝傅歡,陶写要寻谢傅欢,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,肝膽于人輸未易,肝胆于人输未易,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,文章與世合應難,文章与世合应难,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,瓣香已向南豊屬,瓣香已向南豊属,7언율시
警修堂全藁冊一,奏請行卷,謹次韻。奉酬上使相公,제10수,妙劑欣沾九轉丹,妙剂欣沾九转丹,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,逢迎秋士望鄕㙜,逢迎秋士望乡㙜,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,鴻鴈南來我北來,鸿鴈南来我北来,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,萬里各天冥契合,万里各天冥契合,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,九門如海劇談回,九门如海剧谈回,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,汶篁未必非燕植,汶篁未必非燕植,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,楚橘仍須化晉材,楚橘仍须化晋材,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,莫漫樓頭憑眺久,莫漫楼头凭眺久,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제1수,黃金落照氣悲哉,黄金落照气悲哉,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,九州之大盡金㙜,九州之大尽金㙜,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,歷帝王年八百來,歷帝王年八百来,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,吾昔望洋旋面歎,吾昔望洋旋面叹,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,君今登嶽盪胷回,君今登岳盪胷回,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,悲歌重諾仍遺俗,悲歌重诺仍遗俗,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,博學宏詞幾茂材,博学宏词几茂材,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,遊到酣時應自覺,游到酣时应自觉,7언율시
警修堂全藁冊一,奏請行卷,翁星原,제2수,人生海外亦何哉,人生海外亦何哉,7언율시
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제1수,同心欲寫寫幽蘭,同心欲写写幽兰,7언절구
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제1수,捉筆臨時點筆難,捉笔临时点笔难,7언절구
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제1수,要識天涯相見憶,要识天涯相见忆,7언절구
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제1수,他年沾臆篋中看,他年沾臆箧中看,7언절구
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제2수,蘭𦤎秋色被秋蘭,兰𦤎秋色被秋兰,7언절구
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제2수,秋日悲秋客路難,秋日悲秋客路难,7언절구
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제2수,秋士相逢贈秋佩,秋士相逢赠秋佩,7언절구
警修堂全藁冊一,奏請行卷,次韻星原題贈畵蘭,제2수,不堪秋意對秋看,不堪秋意对秋看,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제1수,老坡禪偈答周邠,老坡禅偈答周邠,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제1수,取作齋名寫作眞,取作斋名写作眞,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제1수,問五百間幾第榻,问五百间几第榻,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제1수,淸風凈掃置斯人,淸风凈扫置斯人,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제2수,我應是子瞻之邠,我应是子瞻之邠,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제2수,公與子瞻孰幻眞,公与子瞻孰幻眞,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제2수,是幻是眞方未定,是幻是眞方未定,7언절구
警修堂全藁冊一,奏請行卷,次韻翁覃溪,제2수,淸風無迹本無人,淸风无迹本无人,7언절구
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,秋史寶覃何所寶,秋史宝覃何所宝,7언율시
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,苦心吾亦寶覃人,苦心吾亦宝覃人,7언율시
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,烏雲紅日當時夢,乌云红日当时梦,7언율시
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,戴笠携筇再世身,戴笠携筇再世身,7언율시
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,凈界三千無半偈,凈界叁千无半偈,7언율시
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,淸風五百訂前因,淸风五百订前因,7언율시
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,此圖便是蘓齋畵,此图便是蘓斋畵,7언율시
警修堂全藁冊一,奏請行卷,再題小照。呈覃溪老人。,제1수,無盡先生杖屨春,无尽先生杖屦春,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,帝座宮嬪雲幕邃,帝座宫嫔云幕邃,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,蒙王貝勒蟒衣翠,蒙王贝勒蟒衣翠,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,縋仙下唱白雲謠,缒仙下唱白云谣,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,舞隊聯成蒼頡字,舞队联成苍颉字,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,鳳管龍笙樓上頭,凤管龙笙楼上头,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,香烟人氣不知秋,香烟人气不知秋,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,未初三刻侍臣出,未初叁刻侍臣出,7언율시
警修堂全藁冊一,奏請行卷,宴退回舟作,제1수,蚤有洲邊黃屋舟,蚤有洲边黄屋舟,7언율시
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,我有董眞蹟,我有董眞蹟,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,戲鴻堂臨古,戏鸿堂临古,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,腕間一種氣,腕间一种气,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,淡古出媚嫵,淡古出媚妩,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,患世學董人,患世学董人,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,浮恌毁前矩,浮恌毁前矩,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,此帖眞董手,此帖眞董手,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,墨邊珠黍聚,墨边珠黍聚,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,無人信吾言,无人信吾言,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,深藏十寒暑,深藏十寒暑,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,質對蘓齋老,质对蘓斋老,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,一見眞蹟許,一见眞蹟许,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,卷卷肯留跋,卷卷肯留跋,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,遂成珍藏弆,遂成珍藏弆,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,譬出韓蘓作,譬出韩蘓作,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,始成周石鼓,始成周石鼓,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,第杜評不公,第杜评不公,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,橅古則無取,橅古则无取,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,奬其自運竗,奬其自运竗,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,直接山陰乳,直接山阴乳,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,以余論樂律,以余论乐律,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,宮羽自殊譜,宫羽自殊谱,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,華亭與北平,华亭与北平,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,南北抗門戶,南北抗门户,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,後出救前敝,后出救前敝,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,質厚以爲主,质厚以为主,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,唯恐後學誤,唯恐后学误,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,不惜言覼縷,不惜言覼缕,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,觀於此題跋,观于此题跋,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,彌覺用心苦,弥觉用心苦,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,橅古貴虛和,橅古贵虚和,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,神來卽飛舞,神来卽飞舞,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,雖或髮無憾,虽或髮无憾,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,神去徒陳腐,神去徒陈腐,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,畫在脫文沈,画在脱文沈,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,詩豈貌李杜,诗岂貌李杜,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,不妨香光室,不妨香光室,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,取意遺象數,取意遗象数,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,我言非袒董,我言非袒董,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,平心互參伍,平心互参伍,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,後之學古者,后之学古者,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,勿謂余搘拄,勿谓余搘拄,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,題詩敲硯氷,题诗敲砚氷,5언장편
警修堂全藁冊一,奏請行卷,題蕫文敏眞蹟帖。覃溪審定題跋後。,제1수,玉河寒蟾吐,玉河寒蟾吐,5언장편
警修堂全藁冊一,奏請行卷,覃溪又跋余所携安平大君絹本眞蹟曰。此能,제2수,石峯撑肉聽松䈥,石峯撑肉听松䈥,7언절구
警修堂全藁冊一,奏請行卷,覃溪又跋余所携安平大君絹本眞蹟曰。此能,제2수,臨戰安閑匪懈軍,临战安闲匪懈军,7언절구
警修堂全藁冊一,奏請行卷,覃溪又跋余所携安平大君絹本眞蹟曰。此能,제2수,百鍊剛來柔繞指,百鍊刚来柔绕指,7언절구
警修堂全藁冊一,奏請行卷,覃溪又跋余所携安平大君絹本眞蹟曰。此能,제2수,畫家又一石陽君,画家又一石阳君,7언절구
警修堂全藁冊一,奏請行卷,回到通州。寄星原。,제1수,正陽門外錐沙語,正阳门外锥沙语,7언절구
警修堂全藁冊一,奏請行卷,回到通州。寄星原。,제1수,千步廊前忍淚迴,千步廊前忍泪迴,7언절구
警修堂全藁冊一,奏請行卷,回到通州。寄星原。,제1수,此日河梁無限恨,此日河梁无限恨,7언절구
警修堂全藁冊一,奏請行卷,回到通州。寄星原。,제1수,市人驚怪僕夫猜,市人惊怪僕夫猜,7언절구
警修堂全藁冊一,奏請行卷,段家嶺聞弦子,제1수,三婦誰家少婦豔,叁妇谁家少妇艳,7언절구
警修堂全藁冊一,奏請行卷,段家嶺聞弦子,제1수,孟冬十月桃花然,孟冬十月桃花然,7언절구
警修堂全藁冊一,奏請行卷,段家嶺聞弦子,제1수,兩條弦子一丸髻,两条弦子一丸髻,7언절구
警修堂全藁冊一,奏請行卷,段家嶺聞弦子,제1수,來占燕山風雪天,来占燕山风雪天,7언절구
警修堂全藁冊一,奏請行卷,盧家莊,제1수,孤村烟火隱平蕪,孤村烟火隐平芜,7언절구
警修堂全藁冊一,奏請行卷,盧家莊,제1수,山入遙天淡靄無,山入遥天淡霭无,7언절구
警修堂全藁冊一,奏請行卷,盧家莊,제1수,記否停車曾此地,记否停车曾此地,7언절구
警修堂全藁冊一,奏請行卷,盧家莊,제1수,盧家楊柳第三株,卢家杨柳第叁株,7언절구
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,看山何必更千重,看山何必更千重,7언율시
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,潑眼分明得寸濃,泼眼分明得寸浓,7언율시
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,塵海人穿八百里,尘海人穿八百里,7언율시
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,旱蓮誰擲十三峯,旱莲谁掷十叁峯,7언율시
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,野何時盡天依杵,野何时尽天依杵,7언율시
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,客自忘歸日下舂,客自忘归日下舂,7언율시
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,移向硏頭堪卓筆,移向硏头堪卓笔,7언율시
警修堂全藁冊一,奏請行卷,十三山。用簡易韻。,제1수,小詩題贈洗襟胸,小诗题赠洗襟胸,7언율시
警修堂全藁冊一,奏請行卷,瀋陽道中。失白墨二兎。,제1수,迷離朴朔是雌雄,迷离朴朔是雌雄,7언절구
警修堂全藁冊一,奏請行卷,瀋陽道中。失白墨二兎。,제1수,白雪烏雲共一籠,白雪乌云共一笼,7언절구
警修堂全藁冊一,奏請行卷,瀋陽道中。失白墨二兎。,제1수,今夜那堪點行李,今夜那堪点行李,7언절구
